"sNR","mode","MHz","rxTime","senderDXCC","flowStartSeconds","senderCallsign","senderLocator","receiverCallsign","receiverLocator","receiverAntennaInformation","senderDXCCADIF","submode"
-2,"FT8","14.075332","2022-10-15 19:25:30","United States",1665861930,"KC1QBY","FN44RG","KC3PIB","FM09JS",,291,
-10,"FT8","14.075339","2022-10-15 19:25:31","United States",1665861931,"KC1QBY","FN44RG","KK4RXE","EM75jg92",,291,
-15,"FT8","14.075330","2022-10-15 19:25:31","United States",1665861931,"KC1QBY","FN44RG","WI4B","EM67ss",,291,
-18,"FT8","14.075189","2022-10-15 19:25:31","United States",1665861931,"KC1QBY","FN44RG","YV5AJI","FK60nm",,291,
-12,"FT8","14.075285","2022-10-15 19:25:33","United States",1665861933,"KC1QBY","FN44RG","KN4LGM","EM73XK",,291,
-17,"FT8","14.075325","2022-10-15 19:25:39","United States",1665861939,"KC1QBY","FN44RG","N2KIQ","EL98ip24","FT-857, RANDOM WIRE, ORLANDO FL",291,
17,"FT8","14.076610","2022-10-15 19:25:41","United States",1665861941,"WF7B","FM16ut72","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-6,"FT8","14.075126","2022-10-15 19:25:41","United States",1665861941,"K8GQ","EM98ej83","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-23,"FT8","14.075332","2022-10-15 19:25:42","United States",1665861942,"KC1QBY","FN44RG","WA5VXI","EM25LT","NA",291,
-16,"FT8","14.075148","2022-10-15 19:25:42","Northern Ireland",1665861942,"MI0IKF","IO74LM","KC1QBY","FN44RG","QRP X5105 EFHW",265,
-19,"FT8","14.075363","2022-10-15 19:25:44","United States",1665861944,"KC1QBY","FN44RG","AD8GN","EN72TG",,291,
1,"FT8","14.075278","2022-10-15 19:26:00","United States",1665861960,"KC1QBY","FN44RG","WV8U","EM79UB","DX Conquistador",291,
-2,"FT8","14.075332","2022-10-15 19:26:04","United States",1665861964,"KC1QBY","FN44RG","KO4HXC","FM18JV","HWEF vertical",291,
-8,"FT8","14.075514","2022-10-15 19:26:11","United States",1665861971,"KO4ZML","EM75DK","KC1QBY","FN44RG","QRP X5105 EFHW",291,
0,"FT8","14.074608","2022-10-15 19:26:11","England",1665861971,"G8OO","JO02LM","KC1QBY","FN44RG","QRP X5105 EFHW",223,
-6,"FT8","14.076439","2022-10-15 19:26:11","United States",1665861971,"W9JES","EN54XM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.075193","2022-10-15 19:26:14","United States",1665861974,"W7GEM","DN40LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-17,"FT8","14.075276","2022-10-15 19:26:15","United States",1665861975,"KC1QBY","FN44RG","HB9TMC","JN46lj","Inverted-L",291,
-14,"FT8","14.075132","2022-10-15 19:26:15","United States",1665861975,"WA0BSA","DN96PS","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.075277","2022-10-15 19:26:15","United States",1665861975,"KC1QBY","FN44RG","W4BXA","EM74vf","YouLoop in attic",291,
-16,"FT8","14.075298","2022-10-15 19:26:27","United States",1665861987,"KC1QBY","FN44RG","MM0NKK","IO85FV","YAESU FT-450D",291,
-19,"FT8","14.075298","2022-10-15 19:26:27","United States",1665861987,"KC1QBY","FN44RG","KU4A","EM78sb44bn","3 el beam at 40'",291,
-9,"FT8","14.075276","2022-10-15 19:26:27","United States",1665861987,"KC1QBY","FN44RG","KG4NXT","FM18IO",,291,
-6,"FT8","14.075284","2022-10-15 19:26:27","United States",1665861987,"KC1QBY","FN44RG","VE3FIRE","EN92IX",,291,
-19,"FT8","14.075282","2022-10-15 19:26:27","United States",1665861987,"KC1QBY","FN44RG","HI3MPC","FK49PK",,291,
-24,"FT8","14.075294","2022-10-15 19:26:27","United States",1665861987,"KC1QBY","FN44RG","GI7NKK","IO74BN",,291,
-20,"FT8","14.075347","2022-10-15 19:26:27","United States",1665861987,"KC1QBY","FN44RG","W4KOB","FM26bf57",,291,
-2,"FT8","14.075276","2022-10-15 19:26:27","United States",1665861987,"KC1QBY","FN44RG","CT7AUH","IN51WF","ZS6BKW",291,
-23,"FT8","14.075278","2022-10-15 19:26:29","United States",1665861989,"KC1QBY","FN44RG","2E0TKO","IO93US",,291,
-22,"FT8","14.075276","2022-10-15 19:26:29","United States",1665861989,"KC1QBY","FN44RG","PD1AIQ","JO22RM","GPA-50 + KT-34m2",291,
-24,"FT8","14.075284","2022-10-15 19:26:29","United States",1665861989,"KC1QBY","FN44RG","KT4LH","EM78sb44","10/20/40/80 Fan Dipole",291,
-13,"FT8","14.075282","2022-10-15 19:26:29","United States",1665861989,"KC1QBY","FN44RG","K8CMO","EM79ue64ap",,291,
-24,"FT8","14.075282","2022-10-15 19:26:30","United States",1665861990,"KC1QBY","FN44RG","VA5KEN","DO70RK","40mb EFHW in a tree",291,
-19,"FT8","14.075247","2022-10-15 19:26:30","United States",1665861990,"KC1QBY","FN44RG","CT2089SWL","IM59",,291,
-21,"FT8","14.075301","2022-10-15 19:26:30","United States",1665861990,"KC1QBY","FN44RG","KC4UMS","EM81hm",,291,
-17,"FT8","14.076276","2022-10-15 19:26:30","United States",1665861990,"KC1QBY","FN44RG","DM1MB","JN49if08","Cushcraft MA5B",291,
-19,"FT8","14.075280","2022-10-15 19:26:30","United States",1665861990,"KC1QBY","FN44RG","MM3NDH","IO86HA","details on QRZ.com",291,
-18,"FT8","14.075284","2022-10-15 19:26:31","United States",1665861991,"KC1QBY","FN44RG","F4JNW","JN18bc","Dipole",291,
-15,"FT8","14.075529","2022-10-15 19:26:34","United States",1665861994,"KC1QBY","FN44RG","KF9ET","EM69rd78","Dipole",291,
-24,"FT8","14.075304","2022-10-15 19:26:34","United States",1665861994,"KC1QBY","FN44RG","K3RLW","FM18XQ","80-10/6",291,
1,"FT8","14.074784","2022-10-15 19:26:41","United States",1665862001,"KD9SUI","EN71AS","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-4,"FT8","14.076635","2022-10-15 19:26:42","United States",1665862002,"KO4WPO","EL87PT","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.076138","2022-10-15 19:26:44","France",1665862004,"F4HZA","JN18ax80","KC1QBY","FN44RG","QRP X5105 EFHW",227,
-18,"FT8","14.075290","2022-10-15 19:26:45","United States",1665862005,"KC1QBY","FN44RG","EA8/DF4UE","IL38bp","40m Loop",291,
-3,"FT8","14.075279","2022-10-15 19:26:56","United States",1665862016,"KC1QBY","FN44RG","WD0FYV","FM17UA","KENWOOD TS480SAT, SIGNALINK USB, HUSTLER 5-BTV WITH 17M ADDON, 30M INVERTED V",291,
-17,"FT8","14.075279","2022-10-15 19:26:56","United States",1665862016,"KC1QBY","FN44RG","G8OO","JO02KS",,291,
-10,"FT8","14.075224","2022-10-15 19:26:57","United States",1665862017,"KC1QBY","FN44RG","K4BUC","FM05QA",,291,
-19,"FT8","14.075288","2022-10-15 19:26:57","United States",1665862017,"KC1QBY","FN44RG","G1HCM","IO90",,291,
-15,"FT8","14.075275","2022-10-15 19:26:57","United States",1665862017,"KC1QBY","FN44RG","N7XS","CN88SD",,291,
-13,"FT8","14.075307","2022-10-15 19:26:57","United States",1665862017,"KC1QBY","FN44RG","WB9UVJ","EN62LM",,291,
-20,"FT8","14.075290","2022-10-15 19:26:59","United States",1665862019,"KC1QBY","FN44RG","F4JOM","IN77",,291,
-15,"FT8","14.075283","2022-10-15 19:26:59","United States",1665862019,"KC1QBY","FN44RG","KD0VJS","EN35KE","20/30/40 Attic Fan Dipole",291,
-2,"FT8","14.075277","2022-10-15 19:26:59","United States",1665862019,"KC1QBY","FN44RG","W4CHI","FM05LM",,291,
-24,"FT8","14.079301","2022-10-15 19:27:00","United States",1665862020,"KC1QBY","FN44RG","KK6BJU","EN47bv",,291,
-14,"FT8","14.075277","2022-10-15 19:27:00","United States",1665862020,"KC1QBY","FN44RG","W3GP","FM03WW",,291,
-24,"FT8","14.075278","2022-10-15 19:27:01","United States",1665862021,"KC1QBY","FN44RG","WI0O","EN35CA",,291,
3,"FT8","14.076054","2022-10-15 19:27:11","United States",1665862031,"KC3PIB","FM09JS","KC1QBY","FN44RG","QRP X5105 EFHW",291,
5,"FT8","14.075844","2022-10-15 19:27:12","United States",1665862032,"W4KOB","FM26bf57","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-20,"FT8","14.075290","2022-10-15 19:27:15","England",1665862035,"G4BEH","IO92","KC1QBY","FN44RG","QRP X5105 EFHW",223,
-13,"FT8","14.075285","2022-10-15 19:27:15","United States",1665862035,"KC1QBY","FN44RG","DL0PF","JN68rn16","FD4",291,
-18,"FT8","14.075276","2022-10-15 19:27:27","United States",1665862047,"KC1QBY","FN44RG","KD9SZQ","EN54JT","3 ele Stepp IR @ 20m",291,
-24,"FT8","14.075276","2022-10-15 19:27:27","United States",1665862047,"KC1QBY","FN44RG","W5KLF","EM31SJ","NA",291,
-12,"FT8","14.076291","2022-10-15 19:27:27","United States",1665862047,"KC1QBY","FN44RG","IK1VHR","JN44ci45",,291,
-14,"FT8","14.075279","2022-10-15 19:27:27","United States",1665862047,"KC1QBY","FN44RG","K3RUP","FM19SC",,291,
-19,"FT8","14.075295","2022-10-15 19:27:27","United States",1665862047,"KC1QBY","FN44RG","DH8BAB","JO43BJ","Slooper  16 Mtr",291,
-18,"FT8","14.075275","2022-10-15 19:27:27","United States",1665862047,"KC1QBY","FN44RG","W9JES","EN54XM","IC-7300, ALPHA DELTA DX-EE 30FT, GREEN BAY, WISCONSIN",291,
-16,"FT8","14.075331","2022-10-15 19:27:29","United States",1665862049,"KC1QBY","FN44RG","EA7HY","IM66vl",,291,
-13,"FT8","14.075291","2022-10-15 19:27:29","United States",1665862049,"KC1QBY","FN44RG","HB9VIV","JN36jn","YEASU FTDX3000 - HWEF 20M - 50W",291,
-12,"FT8","14.075278","2022-10-15 19:27:29","United States",1665862049,"KC1QBY","FN44RG","M0SLY","IO93vs","Dipole",291,
-19,"FT8","14.075295","2022-10-15 19:27:29","United States",1665862049,"KC1QBY","FN44RG","KW4UM","EM74TL",,291,
-14,"FT8","14.075279","2022-10-15 19:27:30","United States",1665862050,"KC1QBY","FN44RG","K4MQL","EM83xq09ku",,291,
-24,"FT8","14.075277","2022-10-15 19:27:31","United States",1665862051,"KC1QBY","FN44RG","GI7KMC","IO74BO",,291,
-15,"FT8","14.075274","2022-10-15 19:27:34","United States",1665862054,"KC1QBY","FN44RG","KD9UQW","EN61VH",,291,
14,"FT8","14.076013","2022-10-15 19:27:41","United States",1665862061,"KG4NXT","FM18IO","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-12,"FT8","14.076148","2022-10-15 19:27:41","United States",1665862061,"AC9XW","EN53OU","KC1QBY","FN44RG","QRP X5105 EFHW",291,
1,"FT8","14.076014","2022-10-15 19:27:42","United States",1665862062,"W4CHI","FM05LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-13,"FT8","14.075294","2022-10-15 19:27:57","United States",1665862077,"KC1QBY","FN44RG","W0NFS","EM48qo84kg",,291,
-7,"FT8","14.075292","2022-10-15 19:27:57","United States",1665862077,"KC1QBY","FN44RG","K1ZIK","EN92WB",,291,
-20,"FT8","14.075334","2022-10-15 19:27:57","United States",1665862077,"KC1QBY","FN44RG","EI9KF","IO64TB",,291,
-20,"FT8","14.075275","2022-10-15 19:27:57","United States",1665862077,"KC1QBY","FN44RG","PD7JLP","JO32KQ",,291,
-24,"FT8","14.075281","2022-10-15 19:27:59","United States",1665862079,"KC1QBY","FN44RG","KD4LLC","FM04OD",,291,
-23,"FT8","14.075292","2022-10-15 19:27:59","United States",1665862079,"KC1QBY","FN44RG","N9BHD","EN53HI","80-10 EFHW",291,
-24,"FT8","14.075280","2022-10-15 19:28:00","United States",1665862080,"KC1QBY","FN44RG","KB0RXC","EN10PS",,291,
-21,"FT8","14.075277","2022-10-15 19:28:00","United States",1665862080,"KC1QBY","FN44RG","K5RCD","EL09WF",,291,
-7,"FT8","14.074622","2022-10-15 19:28:11","United States",1665862091,"KO4WXU","EM84LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-16,"FT8","14.075507","2022-10-15 19:28:12","Spain",1665862092,"EA7KMT","IM77bj","KC1QBY","FN44RG","QRP X5105 EFHW",281,
-6,"FT8","14.076498","2022-10-15 19:28:12","United States",1665862092,"AA4TS","EM96UC","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-21,"FT8","14.075284","2022-10-15 19:28:14","Czech Republic",1665862094,"OK1ASG","JN79BX","KC1QBY","FN44RG","QRP X5105 EFHW",503,
-19,"FT8","14.076560","2022-10-15 19:28:14","United States",1665862094,"WD0FYV","FM17UA","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-23,"FT8","14.075403","2022-10-15 19:28:14","United States",1665862094,"W5TRL","EM10NE","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.075280","2022-10-15 19:28:27","United States",1665862107,"KC1QBY","FN44RG","KR4OS","EM84CI",,291,
-24,"FT8","14.075297","2022-10-15 19:28:30","United States",1665862110,"KC1QBY","FN44RG","IQ1VD","JN35RR","2 el Ultrabeam",291,
-23,"FT8","14.075276","2022-10-15 19:28:30","United States",1665862110,"KC1QBY","FN44RG","PA3BIV","JO32dc64",,291,
-9,"FT8","14.075116","2022-10-15 19:28:41","United States",1665862121,"KB8SSH","EN80ma49","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-10,"FT8","14.074520","2022-10-15 19:28:45","Italy",1665862125,"IK1VHR","JN44ci45","KC1QBY","FN44RG","QRP X5105 EFHW",248,
-5,"FT8","14.075775","2022-10-15 19:29:11","United States",1665862151,"WB0GAG","EN41LK","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.075616","2022-10-15 19:29:12","Wales",1665862152,"GW4RDW","IO81LM","KC1QBY","FN44RG","QRP X5105 EFHW",294,
1,"FT8","14.075989","2022-10-15 19:29:12","United States",1665862152,"W0NFS","EM48qo84kg","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.075283","2022-10-15 19:29:30","United States",1665862170,"KC1QBY","FN44RG","AA7NM","CN86ox","160-10 meter multiband dipole",291,
-17,"FT8","14.075392","2022-10-15 19:29:45","United States",1665862185,"KC1QBY","FN44RG","EA8BFK","IL38bo","80m Loop",291,
-2,"FT8","14.076695","2022-10-15 19:30:11","Canada",1665862211,"VA3OSO","EN94MN56MV","KC1QBY","FN44RG","QRP X5105 EFHW",1,
12,"FT8","14.074892","2022-10-15 19:30:11","United States",1665862211,"N4IRK","FM16vt72","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-7,"FT8","14.075291","2022-10-15 19:30:11","United States",1665862211,"KN4CSM","FM18","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.076006","2022-10-15 19:30:12","United States",1665862212,"WB8QZM","EM13pb24","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-21,"FT8","14.075571","2022-10-15 19:30:12","Norway",1665862212,"LA3DV","JO49ws65","KC1QBY","FN44RG","QRP X5105 EFHW",266,
-16,"FT8","14.074808","2022-10-15 19:30:15","Italy",1665862215,"IU6JKI","JN72ch","KC1QBY","FN44RG","QRP X5105 EFHW",248,
13,"FT8","14.074412","2022-10-15 19:30:41","United States",1665862241,"KI5FXK","EM45df27","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-16,"FT8","14.075225","2022-10-15 19:30:42","Croatia",1665862242,"9A3PG","JN75SL","KC1QBY","FN44RG","QRP X5105 EFHW",497,
-16,"FT8","14.075221","2022-10-15 19:31:00","United States",1665862260,"KC1QBY","FN44RG","N0KWJ","EN34HU",,291,
-9,"FT8","14.074355","2022-10-15 19:31:12","United States",1665862272,"KI5DFU","EM00ng54","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.075509","2022-10-15 19:31:12","Italy",1665862272,"IQ1VD","JN35pr76","KC1QBY","FN44RG","QRP X5105 EFHW",248,
-13,"FT8","14.075392","2022-10-15 19:31:26","United States",1665862286,"KC1QBY","FN44RG","N8MMB","EN83GR",,291,
-9,"FT8","14.075413","2022-10-15 19:31:27","United States",1665862287,"KC1QBY","FN44RG","KI4PW","FM18ku58",,291,
-10,"FT8","14.075401","2022-10-15 19:31:27","United States",1665862287,"KC1QBY","FN44RG","KC8IQ","EN81hv48",,291,
-16,"FT8","14.075380","2022-10-15 19:31:27","United States",1665862287,"KC1QBY","FN44RG","PE1BOJ/J","JO23IA",,291,
-13,"FT8","14.075399","2022-10-15 19:31:27","United States",1665862287,"KC1QBY","FN44RG","W9AV","EN43TE",,291,
-10,"FT8","14.075361","2022-10-15 19:31:27","United States",1665862287,"KC1QBY","FN44RG","KD3LT","FM18LX",,291,
-10,"FT8","14.075391","2022-10-15 19:31:27","United States",1665862287,"KC1QBY","FN44RG","WF7B","FM16ut72",,291,
-12,"FT8","14.075390","2022-10-15 19:31:30","United States",1665862290,"KC1QBY","FN44RG","OE9GHV","JN47WK","80m long vertical loop",291,
-16,"FT8","14.075181","2022-10-15 19:31:41","United States",1665862301,"W8WSL","EN91UX","KC1QBY","FN44RG","QRP X5105 EFHW",291,
5,"FT8","14.075657","2022-10-15 19:31:41","United States",1665862301,"N8MMB","EN83GR","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-24,"FT8","14.075400","2022-10-15 19:31:45","United States",1665862305,"KC1QBY","FN44RG","WLO/O3","EM50vo","TCI Loops",291,
-15,"FT8","14.075394","2022-10-15 19:31:56","United States",1665862316,"KC1QBY","FN44RG","WB8VZX","EN81ea39",,291,
-18,"FT8","14.075394","2022-10-15 19:31:57","United States",1665862317,"KC1QBY","FN44RG","WA0IAN","EN41sl25",,291,
-15,"FT8","14.075390","2022-10-15 19:31:57","United States",1665862317,"KC1QBY","FN44RG","W3DJ","FM18QS","FLEXRADIO 6600 500' EFLW, 75M DELTA LOOP.",291,
-9,"FT8","14.075389","2022-10-15 19:31:57","United States",1665862317,"KC1QBY","FN44RG","KI4TG","EL98OK",,291,
0,"FT8","14.075403","2022-10-15 19:31:59","United States",1665862319,"KC1QBY","FN44RG","W4SGN","FM18IS",,291,
-15,"FT8","14.075388","2022-10-15 19:31:59","United States",1665862319,"KC1QBY","FN44RG","N4QA","EM97QE","QDX #1 at 150 milliwatts to AH-4 and 80 meters long end-fed wire.",291,
-16,"FT8","14.075388","2022-10-15 19:31:59","United States",1665862319,"KC1QBY","FN44RG","KO4WPO","EL87PT","EFHW Antenna",291,
-17,"FT8","14.075392","2022-10-15 19:32:00","United States",1665862320,"KC1QBY","FN44RG","KM4LRH","EM50LL",,291,
-9,"FT8","14.075434","2022-10-15 19:32:04","United States",1665862324,"KC1QBY","FN44RG","W3VRD","FM19sh72",,291,
9,"FT8","14.075730","2022-10-15 19:32:11","United States",1665862331,"W4XPP","FM17DI","KC1QBY","FN44RG","QRP X5105 EFHW",291,
7,"FT8","14.076262","2022-10-15 19:32:11","United States",1665862331,"KJ4ASE","FM17GH","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-12,"FT8","14.075391","2022-10-15 19:32:13","United States",1665862333,"KC1QBY","FN44RG","WB9HLA","EN70hk58","Alpha Delta",291,
-19,"FT8","14.076487","2022-10-15 19:32:15","United States",1665862335,"N7XS","CN88SD","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.075378","2022-10-15 19:32:27","United States",1665862347,"KC1QBY","FN44RG","N3LK","EM00EM",,291,
-15,"FT8","14.075435","2022-10-15 19:32:28","United States",1665862348,"KC1QBY","FN44RG","VA3NTI","FN03dl",,291,
-4,"FT8","14.075213","2022-10-15 19:32:41","Canada",1665862361,"VA3SV","FN03df15","KC1QBY","FN44RG","QRP X5105 EFHW",1,
-19,"FT8","14.075502","2022-10-15 19:32:42","Fed. Rep. of Germany",1665862362,"DD6AJ","JO62tk49","KC1QBY","FN44RG","QRP X5105 EFHW",230,
-12,"FT8","14.075381","2022-10-15 19:32:44","United States",1665862364,"KM4SJN","EL96LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
0,"FT8","14.075389","2022-10-15 19:33:00","United States",1665862380,"KC1QBY","FN44RG","K1RA-4","FM18cr","50' vertical",291,
-23,"FT8","14.075394","2022-10-15 19:33:00","United States",1665862380,"KC1QBY","FN44RG","KF0EHP","EN12NS",,291,
-21,"FT8","14.075393","2022-10-15 19:33:01","United States",1665862381,"KC1QBY","FN44RG","MW0USK","IO81LS",,291,
-12,"FT8","14.075445","2022-10-15 19:33:28","United States",1665862408,"KC1QBY","FN44RG","W4FYB","FM06LM",,291,
-10,"FT8","14.075468","2022-10-15 19:33:30","United States",1665862410,"KC1QBY","FN44RG","DO2PHS","JO54cf","Active Loop LZ1AQ",291,
-3,"FT8","14.075669","2022-10-15 19:33:41","United States",1665862421,"KA4BVG","EM65ox67","KC1QBY","FN44RG","QRP X5105 EFHW",291,
2,"FT8","14.075797","2022-10-15 19:33:41","United States",1665862421,"W4FYB","FM06LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.075062","2022-10-15 19:33:42","Netherlands",1665862422,"PD8RUK","JO32LR","KC1QBY","FN44RG","QRP X5105 EFHW",263,
-12,"FT8","14.075081","2022-10-15 19:33:45","United States",1665862425,"KC1QBY","FN44RG","VA3WBA","FN03ep81","small vertical",291,
-14,"FT8","14.075438","2022-10-15 19:33:59","United States",1665862439,"KC1QBY","FN44RG","NE0NS","EN62FB",,291,
1,"FT8","14.074354","2022-10-15 19:34:11","Italy",1665862451,"IZ2MBD","JN45KO","KC1QBY","FN44RG","QRP X5105 EFHW",248,
1,"FT8","14.075435","2022-10-15 19:34:26","United States",1665862466,"KC1QBY","FN44RG","N8IK","FM18kt64","hamstick",291,
-9,"FT8","14.075170","2022-10-15 19:34:41","United States",1665862481,"WB4GLJ","EM72LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.075807","2022-10-15 19:34:44","United States",1665862484,"KR5EEE","EM12SW","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-11,"FT8","14.075713","2022-10-15 19:34:45","France",1665862485,"F4FRX","JN04kc20","KC1QBY","FN44RG","QRP X5105 EFHW",227,
1,"FT8","14.075448","2022-10-15 19:35:00","United States",1665862500,"KC1QBY","FN44RG","K1HTV-4","FM18ap","Dipole, Beam",291,
-10,"FT8","14.074212","2022-10-15 19:35:11","United States",1665862511,"K4QQG","EM92pe15","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-16,"FT8","14.074808","2022-10-15 19:35:12","Fed. Rep. of Germany",1665862512,"DL7RAY","JO53LM","KC1QBY","FN44RG","QRP X5105 EFHW",230,
2,"FT8","14.074931","2022-10-15 19:35:12","United States",1665862512,"N8IK","FM18kt64","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-10,"FT8","14.076464","2022-10-15 19:35:12","United States",1665862512,"KD9MEQ","EM69wx80","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.074709","2022-10-15 19:35:15","United States",1665862515,"KS4GY","EM83LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.076070","2022-10-15 19:35:15","United States",1665862515,"AE0BV","DN70LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-2,"FT8","14.074415","2022-10-15 19:35:15","United States",1665862515,"N3EDO","FM29fd86","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-20,"FT8","14.075349","2022-10-15 19:35:15","Italy",1665862515,"IW2DQE","JN45NH","KC1QBY","FN44RG","QRP X5105 EFHW",248,
-5,"FT8","14.075442","2022-10-15 19:35:57","United States",1665862557,"KC1QBY","FN44RG","VE3DCG","FN03gp07","20M Dipole @ 33'",291,
-7,"FT8","14.075435","2022-10-15 19:35:57","United States",1665862557,"KC1QBY","FN44RG","KC5F","EM85tg07","132' EFHW up 50'",291,
-16,"FT8","14.075433","2022-10-15 19:36:00","United States",1665862560,"KC1QBY","FN44RG","GI5CEO","IO74AQ","Dipole",291,
0,"FT8","14.075078","2022-10-15 19:36:11","United States",1665862571,"WD4WH","EM82LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.075416","2022-10-15 19:36:41","England",1665862601,"M6FPW","IO92qh","KC1QBY","FN44RG","QRP X5105 EFHW",223,
0,"FT8","14.075434","2022-10-15 19:36:57","United States",1665862617,"KC1QBY","FN44RG","VE3MUU","FN04gf53",,291,
-7,"FT8","14.074713","2022-10-15 19:37:12","United States",1665862632,"KN4POG","FM06AA","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.076618","2022-10-15 19:37:14","Portugal",1665862634,"CT7AMZ","IM59KJ","KC1QBY","FN44RG","QRP X5105 EFHW",272,
-1,"FT8","14.075435","2022-10-15 19:37:27","United States",1665862647,"KC1QBY","FN44RG","N3EDO","FM29fd86",,291,
-4,"FT8","14.076434","2022-10-15 19:37:41","United States",1665862661,"KI4EGT","EM74PA","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.075993","2022-10-15 19:37:42","Netherlands",1665862662,"PD9BG","JO21qp","KC1QBY","FN44RG","QRP X5105 EFHW",263,
-4,"FT8","14.074695","2022-10-15 19:37:42","United States",1665862662,"KD9MAB","EN70LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-16,"FT8","14.075451","2022-10-15 19:37:59","United States",1665862679,"KC1QBY","FN44RG","VE3SS","FN03ce64",,291,
-1,"FT8","14.074884","2022-10-15 19:38:12","Canada",1665862692,"VE3SS","FN03ce64","KC1QBY","FN44RG","QRP X5105 EFHW",1,
-20,"FT8","14.075745","2022-10-15 19:38:14","Fed. Rep. of Germany",1665862694,"DH0GBC","JN69LM","KC1QBY","FN44RG","QRP X5105 EFHW",230,
-7,"FT8","14.075433","2022-10-15 19:38:27","United States",1665862707,"KC1QBY","FN44RG","KJ4ASE","FM17GH","KW TS-450 (1996), EFHW IN TREES 15' UP",291,
-15,"FT8","14.075421","2022-10-15 19:38:27","United States",1665862707,"KC1QBY","FN44RG","VA3FES","EN92KV",,291,
-4,"FT8","14.075449","2022-10-15 19:38:27","United States",1665862707,"KC1QBY","FN44RG","K8WTF","EN91ci",,291,
-18,"FT8","14.075436","2022-10-15 19:38:30","United States",1665862710,"KC1QBY","FN44RG","WB6UTW","EN74dt",,291,
-13,"FT8","14.075435","2022-10-15 19:38:30","United States",1665862710,"KC1QBY","FN44RG","K8SEL","EM98AT","FT891 WITH WIRE DIPOLE",291,
-12,"FT8","14.074783","2022-10-15 19:38:42","Belgium",1665862722,"ON8PH","JO21tb","KC1QBY","FN44RG","QRP X5105 EFHW",209,
-6,"FT8","14.075432","2022-10-15 19:38:42","United States",1665862722,"KC1QBY","FN44RG","WD8BWF","EN63vb32","XIEGU 90, RANDOM WIRE VERTICLE IN TREE.",291,
-14,"FT8","14.076543","2022-10-15 19:39:11","Spain",1665862751,"EA3IMR","JN11BN","KC1QBY","FN44RG","QRP X5105 EFHW",281,
-14,"FT8","14.075083","2022-10-15 19:39:12","United States",1665862752,"N2TNN","FM17QJ","KC1QBY","FN44RG","QRP X5105 EFHW",291,
0,"FT8","14.075435","2022-10-15 19:39:15","United States",1665862755,"KC1QBY","FN44RG","K1RA-PI","FM18cr","Vertical",291,
-5,"FT8","14.075445","2022-10-15 19:39:15","United States",1665862755,"KC1QBY","FN44RG","KEVIN","EN90vk","Inverted V",291,
-1,"FT8","14.075444","2022-10-15 19:39:27","United States",1665862767,"KC1QBY","FN44RG","KV8C","EN82gm37",,291,
-10,"FT8","14.075437","2022-10-15 19:39:27","United States",1665862767,"KC1QBY","FN44RG","N8LRL","EN82mq00",,291,
