grid,lon_lat
NC22,"(84.0, -68.0)"
NC23,"(84.0, -67.0)"
NC24,"(84.0, -66.0)"
NC25,"(84.0, -65.0)"
NC26,"(84.0, -64.0)"
NC27,"(84.0, -63.0)"
NC28,"(84.0, -62.0)"
NC29,"(84.0, -61.0)"
NC30,"(86.0, -70.0)"
NC31,"(86.0, -69.0)"
NC32,"(86.0, -68.0)"
NC33,"(86.0, -67.0)"
NC34,"(86.0, -66.0)"
NC35,"(86.0, -65.0)"
NC36,"(86.0, -64.0)"
NC37,"(86.0, -63.0)"
NC38,"(86.0, -62.0)"
NC39,"(86.0, -61.0)"
NC40,"(88.0, -70.0)"
NC41,"(88.0, -69.0)"
NC42,"(88.0, -68.0)"
NC43,"(88.0, -67.0)"
NC44,"(88.0, -66.0)"
NC45,"(88.0, -65.0)"
NC46,"(88.0, -64.0)"
NC47,"(88.0, -63.0)"
NC48,"(88.0, -62.0)"
NC49,"(88.0, -61.0)"
NC50,"(90.0, -70.0)"
NC51,"(90.0, -69.0)"
NC52,"(90.0, -68.0)"
NC53,"(90.0, -67.0)"
NC54,"(90.0, -66.0)"
NC55,"(90.0, -65.0)"
NC56,"(90.0, -64.0)"
NC57,"(90.0, -63.0)"
NC58,"(90.0, -62.0)"
NC59,"(90.0, -61.0)"
NC60,"(92.0, -70.0)"
NC61,"(92.0, -69.0)"
NC62,"(92.0, -68.0)"
NC63,"(92.0, -67.0)"
NC64,"(92.0, -66.0)"
NC65,"(92.0, -65.0)"
NC66,"(92.0, -64.0)"
NC67,"(92.0, -63.0)"
NC68,"(92.0, -62.0)"
NC69,"(92.0, -61.0)"
NC70,"(94.0, -70.0)"
NC71,"(94.0, -69.0)"
NC72,"(94.0, -68.0)"
NC73,"(94.0, -67.0)"
NC74,"(94.0, -66.0)"
NC75,"(94.0, -65.0)"
NC76,"(94.0, -64.0)"
NC77,"(94.0, -63.0)"
NC78,"(94.0, -62.0)"
NC79,"(94.0, -61.0)"
NC80,"(96.0, -70.0)"
NC81,"(96.0, -69.0)"
NC82,"(96.0, -68.0)"
NC83,"(96.0, -67.0)"
NC84,"(96.0, -66.0)"
NC85,"(96.0, -65.0)"
NC86,"(96.0, -64.0)"
NC87,"(96.0, -63.0)"
NC88,"(96.0, -62.0)"
NC89,"(96.0, -61.0)"
NC90,"(98.0, -70.0)"
NC91,"(98.0, -69.0)"
NC92,"(98.0, -68.0)"
NC93,"(98.0, -67.0)"
NC94,"(98.0, -66.0)"
NC95,"(98.0, -65.0)"
NC96,"(98.0, -64.0)"
NC97,"(98.0, -63.0)"
NC98,"(98.0, -62.0)"
NC99,"(98.0, -61.0)"
ND00,"(80.0, -60.0)"
ND01,"(80.0, -59.0)"
ND02,"(80.0, -58.0)"
ND03,"(80.0, -57.0)"
ND04,"(80.0, -56.0)"
ND05,"(80.0, -55.0)"
ND06,"(80.0, -54.0)"
ND07,"(80.0, -53.0)"
ND08,"(80.0, -52.0)"
ND09,"(80.0, -51.0)"
ND10,"(82.0, -60.0)"
ND11,"(82.0, -59.0)"
ND12,"(82.0, -58.0)"
ND13,"(82.0, -57.0)"
ND14,"(82.0, -56.0)"
ND15,"(82.0, -55.0)"
ND16,"(82.0, -54.0)"
ND17,"(82.0, -53.0)"
ND18,"(82.0, -52.0)"
ND19,"(82.0, -51.0)"
ND20,"(84.0, -60.0)"
ND21,"(84.0, -59.0)"
ND22,"(84.0, -58.0)"
ND23,"(84.0, -57.0)"
ND24,"(84.0, -56.0)"
ND25,"(84.0, -55.0)"
ND26,"(84.0, -54.0)"
ND27,"(84.0, -53.0)"
ND28,"(84.0, -52.0)"
ND29,"(84.0, -51.0)"
ND30,"(86.0, -60.0)"
ND31,"(86.0, -59.0)"
ND32,"(86.0, -58.0)"
ND33,"(86.0, -57.0)"
ND34,"(86.0, -56.0)"
ND35,"(86.0, -55.0)"
ND36,"(86.0, -54.0)"
ND37,"(86.0, -53.0)"
ND38,"(86.0, -52.0)"
ND39,"(86.0, -51.0)"
ND40,"(88.0, -60.0)"
ND41,"(88.0, -59.0)"
ND42,"(88.0, -58.0)"
ND43,"(88.0, -57.0)"
ND44,"(88.0, -56.0)"
ND45,"(88.0, -55.0)"
ND46,"(88.0, -54.0)"
ND47,"(88.0, -53.0)"
ND48,"(88.0, -52.0)"
ND49,"(88.0, -51.0)"
ND50,"(90.0, -60.0)"
ND51,"(90.0, -59.0)"
ND52,"(90.0, -58.0)"
ND53,"(90.0, -57.0)"
ND54,"(90.0, -56.0)"
ND55,"(90.0, -55.0)"
ND56,"(90.0, -54.0)"
ND57,"(90.0, -53.0)"
ND58,"(90.0, -52.0)"
ND59,"(90.0, -51.0)"
ND60,"(92.0, -60.0)"
ND61,"(92.0, -59.0)"
ND62,"(92.0, -58.0)"
ND63,"(92.0, -57.0)"
ND64,"(92.0, -56.0)"
ND65,"(92.0, -55.0)"
ND66,"(92.0, -54.0)"
ND67,"(92.0, -53.0)"
ND68,"(92.0, -52.0)"
ND69,"(92.0, -51.0)"
ND70,"(94.0, -60.0)"
ND71,"(94.0, -59.0)"
ND72,"(94.0, -58.0)"
ND73,"(94.0, -57.0)"
ND74,"(94.0, -56.0)"
ND75,"(94.0, -55.0)"
ND76,"(94.0, -54.0)"
ND77,"(94.0, -53.0)"
ND78,"(94.0, -52.0)"
ND79,"(94.0, -51.0)"
ND80,"(96.0, -60.0)"
ND81,"(96.0, -59.0)"
ND82,"(96.0, -58.0)"
ND83,"(96.0, -57.0)"
ND84,"(96.0, -56.0)"
ND85,"(96.0, -55.0)"
ND86,"(96.0, -54.0)"
ND87,"(96.0, -53.0)"
ND88,"(96.0, -52.0)"
ND89,"(96.0, -51.0)"
ND90,"(98.0, -60.0)"
ND91,"(98.0, -59.0)"
ND92,"(98.0, -58.0)"
ND93,"(98.0, -57.0)"
ND94,"(98.0, -56.0)"
ND95,"(98.0, -55.0)"
ND96,"(98.0, -54.0)"
ND97,"(98.0, -53.0)"
ND98,"(98.0, -52.0)"
ND99,"(98.0, -51.0)"
NE00,"(80.0, -50.0)"
NE01,"(80.0, -49.0)"
NE02,"(80.0, -48.0)"
NE03,"(80.0, -47.0)"
NE04,"(80.0, -46.0)"
NE05,"(80.0, -45.0)"
NE06,"(80.0, -44.0)"
NE07,"(80.0, -43.0)"
NE08,"(80.0, -42.0)"
NE09,"(80.0, -41.0)"
NE10,"(82.0, -50.0)"
NE11,"(82.0, -49.0)"
NE12,"(82.0, -48.0)"
NE13,"(82.0, -47.0)"
NE14,"(82.0, -46.0)"
NE15,"(82.0, -45.0)"
NE16,"(82.0, -44.0)"
NE17,"(82.0, -43.0)"
NE18,"(82.0, -42.0)"
NE19,"(82.0, -41.0)"
NE20,"(84.0, -50.0)"
NE21,"(84.0, -49.0)"
NE22,"(84.0, -48.0)"
NE23,"(84.0, -47.0)"
NE24,"(84.0, -46.0)"
NE25,"(84.0, -45.0)"
NE26,"(84.0, -44.0)"
NE27,"(84.0, -43.0)"
NE28,"(84.0, -42.0)"
NE29,"(84.0, -41.0)"
NE30,"(86.0, -50.0)"
NE31,"(86.0, -49.0)"
NE32,"(86.0, -48.0)"
NE33,"(86.0, -47.0)"
NE34,"(86.0, -46.0)"
NE35,"(86.0, -45.0)"
NE36,"(86.0, -44.0)"
NE37,"(86.0, -43.0)"
NE38,"(86.0, -42.0)"
NE39,"(86.0, -41.0)"
NE40,"(88.0, -50.0)"
NE41,"(88.0, -49.0)"
NE42,"(88.0, -48.0)"
NE43,"(88.0, -47.0)"
NE44,"(88.0, -46.0)"
NE45,"(88.0, -45.0)"
NE46,"(88.0, -44.0)"
NE47,"(88.0, -43.0)"
NE48,"(88.0, -42.0)"
NE49,"(88.0, -41.0)"
NE50,"(90.0, -50.0)"
NE51,"(90.0, -49.0)"
NE52,"(90.0, -48.0)"
NE53,"(90.0, -47.0)"
NE54,"(90.0, -46.0)"
NE55,"(90.0, -45.0)"
NE56,"(90.0, -44.0)"
NE57,"(90.0, -43.0)"
NE58,"(90.0, -42.0)"
NE59,"(90.0, -41.0)"
NE60,"(92.0, -50.0)"
NE61,"(92.0, -49.0)"
NE62,"(92.0, -48.0)"
NE63,"(92.0, -47.0)"
NE64,"(92.0, -46.0)"
NE65,"(92.0, -45.0)"
NE66,"(92.0, -44.0)"
NE67,"(92.0, -43.0)"
NE68,"(92.0, -42.0)"
NE69,"(92.0, -41.0)"
NE70,"(94.0, -50.0)"
NE71,"(94.0, -49.0)"
NE72,"(94.0, -48.0)"
NE73,"(94.0, -47.0)"
NE74,"(94.0, -46.0)"
NE75,"(94.0, -45.0)"
NE76,"(94.0, -44.0)"
NE77,"(94.0, -43.0)"
NE78,"(94.0, -42.0)"
NE79,"(94.0, -41.0)"
NE80,"(96.0, -50.0)"
NE81,"(96.0, -49.0)"
NE82,"(96.0, -48.0)"
NE83,"(96.0, -47.0)"
NE84,"(96.0, -46.0)"
NE85,"(96.0, -45.0)"
NE86,"(96.0, -44.0)"
NE87,"(96.0, -43.0)"
NE88,"(96.0, -42.0)"
NE89,"(96.0, -41.0)"
NE90,"(98.0, -50.0)"
NE91,"(98.0, -49.0)"
NE92,"(98.0, -48.0)"
NE93,"(98.0, -47.0)"
NE94,"(98.0, -46.0)"
NE95,"(98.0, -45.0)"
NE96,"(98.0, -44.0)"
NE97,"(98.0, -43.0)"
NE98,"(98.0, -42.0)"
NE99,"(98.0, -41.0)"
NF00,"(80.0, -40.0)"
NF01,"(80.0, -39.0)"
NF02,"(80.0, -38.0)"
NF03,"(80.0, -37.0)"
NF04,"(80.0, -36.0)"
NF05,"(80.0, -35.0)"
NF06,"(80.0, -34.0)"
NF07,"(80.0, -33.0)"
NF08,"(80.0, -32.0)"
NF09,"(80.0, -31.0)"
NF10,"(82.0, -40.0)"
NF11,"(82.0, -39.0)"
NF12,"(82.0, -38.0)"
NF13,"(82.0, -37.0)"
NF14,"(82.0, -36.0)"
NF15,"(82.0, -35.0)"
NF16,"(82.0, -34.0)"
NF17,"(82.0, -33.0)"
NF18,"(82.0, -32.0)"
NF19,"(82.0, -31.0)"
NF20,"(84.0, -40.0)"
NF21,"(84.0, -39.0)"
NF22,"(84.0, -38.0)"
NF23,"(84.0, -37.0)"
NF24,"(84.0, -36.0)"
NF25,"(84.0, -35.0)"
NF26,"(84.0, -34.0)"
NF27,"(84.0, -33.0)"
NF28,"(84.0, -32.0)"
NF29,"(84.0, -31.0)"
NF30,"(86.0, -40.0)"
NF31,"(86.0, -39.0)"
NF32,"(86.0, -38.0)"
NF33,"(86.0, -37.0)"
NF34,"(86.0, -36.0)"
NF35,"(86.0, -35.0)"
NF36,"(86.0, -34.0)"
NF37,"(86.0, -33.0)"
NF38,"(86.0, -32.0)"
NF39,"(86.0, -31.0)"
NF40,"(88.0, -40.0)"
NF41,"(88.0, -39.0)"
NF42,"(88.0, -38.0)"
NF43,"(88.0, -37.0)"
NF44,"(88.0, -36.0)"
NF45,"(88.0, -35.0)"
NF46,"(88.0, -34.0)"
NF47,"(88.0, -33.0)"
NF48,"(88.0, -32.0)"
NF49,"(88.0, -31.0)"
NF50,"(90.0, -40.0)"
NF51,"(90.0, -39.0)"
NF52,"(90.0, -38.0)"
NF53,"(90.0, -37.0)"
NF54,"(90.0, -36.0)"
NF55,"(90.0, -35.0)"
NF56,"(90.0, -34.0)"
NF57,"(90.0, -33.0)"
NF58,"(90.0, -32.0)"
NF59,"(90.0, -31.0)"
NF60,"(92.0, -40.0)"
NF61,"(92.0, -39.0)"
NF62,"(92.0, -38.0)"
NF63,"(92.0, -37.0)"
NF64,"(92.0, -36.0)"
NF65,"(92.0, -35.0)"
NF66,"(92.0, -34.0)"
NF67,"(92.0, -33.0)"
NF68,"(92.0, -32.0)"
NF69,"(92.0, -31.0)"
NF70,"(94.0, -40.0)"
NF71,"(94.0, -39.0)"
NF72,"(94.0, -38.0)"
NF73,"(94.0, -37.0)"
NF74,"(94.0, -36.0)"
NF75,"(94.0, -35.0)"
NF76,"(94.0, -34.0)"
NF77,"(94.0, -33.0)"
NF78,"(94.0, -32.0)"
NF79,"(94.0, -31.0)"
NF80,"(96.0, -40.0)"
NF81,"(96.0, -39.0)"
NF82,"(96.0, -38.0)"
NF83,"(96.0, -37.0)"
NF84,"(96.0, -36.0)"
NF85,"(96.0, -35.0)"
NF86,"(96.0, -34.0)"
NF87,"(96.0, -33.0)"
NF88,"(96.0, -32.0)"
NF89,"(96.0, -31.0)"
NF90,"(98.0, -40.0)"
NF91,"(98.0, -39.0)"
NF92,"(98.0, -38.0)"
NF93,"(98.0, -37.0)"
NF94,"(98.0, -36.0)"
NF95,"(98.0, -35.0)"
NF96,"(98.0, -34.0)"
NF97,"(98.0, -33.0)"
NF98,"(98.0, -32.0)"
NF99,"(98.0, -31.0)"
NG00,"(80.0, -30.0)"
NG01,"(80.0, -29.0)"
NG02,"(80.0, -28.0)"
NG03,"(80.0, -27.0)"
NG04,"(80.0, -26.0)"
NG05,"(80.0, -25.0)"
NG06,"(80.0, -24.0)"
NG07,"(80.0, -23.0)"
NG08,"(80.0, -22.0)"
NG09,"(80.0, -21.0)"
NG10,"(82.0, -30.0)"
NG11,"(82.0, -29.0)"
NG12,"(82.0, -28.0)"
NG13,"(82.0, -27.0)"
NG14,"(82.0, -26.0)"
NG15,"(82.0, -25.0)"
NG16,"(82.0, -24.0)"
NG17,"(82.0, -23.0)"
NG18,"(82.0, -22.0)"
NG19,"(82.0, -21.0)"
NG20,"(84.0, -30.0)"
NG21,"(84.0, -29.0)"
NG22,"(84.0, -28.0)"
NG23,"(84.0, -27.0)"
NG24,"(84.0, -26.0)"
NG25,"(84.0, -25.0)"
NG26,"(84.0, -24.0)"
NG27,"(84.0, -23.0)"
NG28,"(84.0, -22.0)"
NG29,"(84.0, -21.0)"
NG30,"(86.0, -30.0)"
NG31,"(86.0, -29.0)"
NG32,"(86.0, -28.0)"
NG33,"(86.0, -27.0)"
NG34,"(86.0, -26.0)"
NG35,"(86.0, -25.0)"
NG36,"(86.0, -24.0)"
NG37,"(86.0, -23.0)"
NG38,"(86.0, -22.0)"
NG39,"(86.0, -21.0)"
NG40,"(88.0, -30.0)"
NG41,"(88.0, -29.0)"
NG42,"(88.0, -28.0)"
NG43,"(88.0, -27.0)"
NG44,"(88.0, -26.0)"
NG45,"(88.0, -25.0)"
NG46,"(88.0, -24.0)"
NG47,"(88.0, -23.0)"
NG48,"(88.0, -22.0)"
NG49,"(88.0, -21.0)"
NG50,"(90.0, -30.0)"
NG51,"(90.0, -29.0)"
NG52,"(90.0, -28.0)"
NG53,"(90.0, -27.0)"
NG54,"(90.0, -26.0)"
NG55,"(90.0, -25.0)"
NG56,"(90.0, -24.0)"
NG57,"(90.0, -23.0)"
NG58,"(90.0, -22.0)"
NG59,"(90.0, -21.0)"
NG60,"(92.0, -30.0)"
NG61,"(92.0, -29.0)"
NG62,"(92.0, -28.0)"
NG63,"(92.0, -27.0)"
NG64,"(92.0, -26.0)"
NG65,"(92.0, -25.0)"
NG66,"(92.0, -24.0)"
NG67,"(92.0, -23.0)"
NG68,"(92.0, -22.0)"
NG69,"(92.0, -21.0)"
NG70,"(94.0, -30.0)"
NG71,"(94.0, -29.0)"
NG72,"(94.0, -28.0)"
NG73,"(94.0, -27.0)"
NG74,"(94.0, -26.0)"
NG75,"(94.0, -25.0)"
NG76,"(94.0, -24.0)"
NG77,"(94.0, -23.0)"
NG78,"(94.0, -22.0)"
NG79,"(94.0, -21.0)"
NG80,"(96.0, -30.0)"
NG81,"(96.0, -29.0)"
NG82,"(96.0, -28.0)"
NG83,"(96.0, -27.0)"
NG84,"(96.0, -26.0)"
NG85,"(96.0, -25.0)"
NG86,"(96.0, -24.0)"
NG87,"(96.0, -23.0)"
NG88,"(96.0, -22.0)"
NG89,"(96.0, -21.0)"
NG90,"(98.0, -30.0)"
NG91,"(98.0, -29.0)"
NG92,"(98.0, -28.0)"
NG93,"(98.0, -27.0)"
NG94,"(98.0, -26.0)"
NG95,"(98.0, -25.0)"
NG96,"(98.0, -24.0)"
NG97,"(98.0, -23.0)"
NG98,"(98.0, -22.0)"
NG99,"(98.0, -21.0)"
NH00,"(80.0, -20.0)"
NH01,"(80.0, -19.0)"
NH02,"(80.0, -18.0)"
NH03,"(80.0, -17.0)"
NH04,"(80.0, -16.0)"
NH05,"(80.0, -15.0)"
NH06,"(80.0, -14.0)"
NH07,"(80.0, -13.0)"
NH08,"(80.0, -12.0)"
NH09,"(80.0, -11.0)"
NH10,"(82.0, -20.0)"
NH11,"(82.0, -19.0)"
NH12,"(82.0, -18.0)"
NH13,"(82.0, -17.0)"
NH14,"(82.0, -16.0)"
NH15,"(82.0, -15.0)"
NH16,"(82.0, -14.0)"
NH17,"(82.0, -13.0)"
NH18,"(82.0, -12.0)"
NH19,"(82.0, -11.0)"
NH20,"(84.0, -20.0)"
NH21,"(84.0, -19.0)"
NH22,"(84.0, -18.0)"
NH23,"(84.0, -17.0)"
NH24,"(84.0, -16.0)"
NH25,"(84.0, -15.0)"
NH26,"(84.0, -14.0)"
NH27,"(84.0, -13.0)"
NH28,"(84.0, -12.0)"
NH29,"(84.0, -11.0)"
NH30,"(86.0, -20.0)"
NH31,"(86.0, -19.0)"
NH32,"(86.0, -18.0)"
NH33,"(86.0, -17.0)"
NH34,"(86.0, -16.0)"
NH35,"(86.0, -15.0)"
NH36,"(86.0, -14.0)"
NH37,"(86.0, -13.0)"
NH38,"(86.0, -12.0)"
NH39,"(86.0, -11.0)"
NH40,"(88.0, -20.0)"
NH41,"(88.0, -19.0)"
NH42,"(88.0, -18.0)"
NH43,"(88.0, -17.0)"
NH44,"(88.0, -16.0)"
NH45,"(88.0, -15.0)"
NH46,"(88.0, -14.0)"
NH47,"(88.0, -13.0)"
NH48,"(88.0, -12.0)"
NH49,"(88.0, -11.0)"
NH50,"(90.0, -20.0)"
NH51,"(90.0, -19.0)"
NH52,"(90.0, -18.0)"
NH53,"(90.0, -17.0)"
NH54,"(90.0, -16.0)"
NH55,"(90.0, -15.0)"
NH56,"(90.0, -14.0)"
NH57,"(90.0, -13.0)"
NH58,"(90.0, -12.0)"
NH59,"(90.0, -11.0)"
NH60,"(92.0, -20.0)"
NH61,"(92.0, -19.0)"
NH62,"(92.0, -18.0)"
NH63,"(92.0, -17.0)"
NH64,"(92.0, -16.0)"
NH65,"(92.0, -15.0)"
NH66,"(92.0, -14.0)"
NH67,"(92.0, -13.0)"
NH68,"(92.0, -12.0)"
NH69,"(92.0, -11.0)"
NH70,"(94.0, -20.0)"
NH71,"(94.0, -19.0)"
NH72,"(94.0, -18.0)"
NH73,"(94.0, -17.0)"
NH74,"(94.0, -16.0)"
NH75,"(94.0, -15.0)"
NH76,"(94.0, -14.0)"
NH77,"(94.0, -13.0)"
NH78,"(94.0, -12.0)"
NH79,"(94.0, -11.0)"
NH80,"(96.0, -20.0)"
NH81,"(96.0, -19.0)"
NH82,"(96.0, -18.0)"
NH83,"(96.0, -17.0)"
NH84,"(96.0, -16.0)"
NH85,"(96.0, -15.0)"
NH86,"(96.0, -14.0)"
NH87,"(96.0, -13.0)"
NH88,"(96.0, -12.0)"
NH89,"(96.0, -11.0)"
NH90,"(98.0, -20.0)"
NH91,"(98.0, -19.0)"
NH92,"(98.0, -18.0)"
NH93,"(98.0, -17.0)"
NH94,"(98.0, -16.0)"
NH95,"(98.0, -15.0)"
NH96,"(98.0, -14.0)"
NH97,"(98.0, -13.0)"
NH98,"(98.0, -12.0)"
NH99,"(98.0, -11.0)"
NI00,"(80.0, -10.0)"
NI01,"(80.0, -9.0)"
NI02,"(80.0, -8.0)"
NI03,"(80.0, -7.0)"
NI04,"(80.0, -6.0)"
NI05,"(80.0, -5.0)"
NI06,"(80.0, -4.0)"
NI07,"(80.0, -3.0)"
NI08,"(80.0, -2.0)"
NI09,"(80.0, -1.0)"
NI10,"(82.0, -10.0)"
NI11,"(82.0, -9.0)"
NI12,"(82.0, -8.0)"
NI13,"(82.0, -7.0)"
NI14,"(82.0, -6.0)"
NI15,"(82.0, -5.0)"
NI16,"(82.0, -4.0)"
NI17,"(82.0, -3.0)"
NI18,"(82.0, -2.0)"
NI19,"(82.0, -1.0)"
NI20,"(84.0, -10.0)"
NI21,"(84.0, -9.0)"
NI22,"(84.0, -8.0)"
NI23,"(84.0, -7.0)"
NI24,"(84.0, -6.0)"
NI25,"(84.0, -5.0)"
NI26,"(84.0, -4.0)"
NI27,"(84.0, -3.0)"
NI28,"(84.0, -2.0)"
NI29,"(84.0, -1.0)"
NI30,"(86.0, -10.0)"
NI31,"(86.0, -9.0)"
NI32,"(86.0, -8.0)"
NI33,"(86.0, -7.0)"
NI34,"(86.0, -6.0)"
NI35,"(86.0, -5.0)"
NI36,"(86.0, -4.0)"
NI37,"(86.0, -3.0)"
NI38,"(86.0, -2.0)"
NI39,"(86.0, -1.0)"
NI40,"(88.0, -10.0)"
NI41,"(88.0, -9.0)"
NI42,"(88.0, -8.0)"
NI43,"(88.0, -7.0)"
NI44,"(88.0, -6.0)"
NI45,"(88.0, -5.0)"
NI46,"(88.0, -4.0)"
NI47,"(88.0, -3.0)"
NI48,"(88.0, -2.0)"
NI49,"(88.0, -1.0)"
NI50,"(90.0, -10.0)"
NI51,"(90.0, -9.0)"
NI52,"(90.0, -8.0)"
NI53,"(90.0, -7.0)"
NI54,"(90.0, -6.0)"
NI55,"(90.0, -5.0)"
NI56,"(90.0, -4.0)"
NI57,"(90.0, -3.0)"
NI58,"(90.0, -2.0)"
NI59,"(90.0, -1.0)"
NI60,"(92.0, -10.0)"
NI61,"(92.0, -9.0)"
NI62,"(92.0, -8.0)"
NI63,"(92.0, -7.0)"
NI64,"(92.0, -6.0)"
NI65,"(92.0, -5.0)"
NI66,"(92.0, -4.0)"
NI67,"(92.0, -3.0)"
NI68,"(92.0, -2.0)"
NI69,"(92.0, -1.0)"
NI70,"(94.0, -10.0)"
NI71,"(94.0, -9.0)"
NI72,"(94.0, -8.0)"
NI73,"(94.0, -7.0)"
NI74,"(94.0, -6.0)"
NI75,"(94.0, -5.0)"
NI76,"(94.0, -4.0)"
NI77,"(94.0, -3.0)"
NI78,"(94.0, -2.0)"
NI79,"(94.0, -1.0)"
NI80,"(96.0, -10.0)"
NI81,"(96.0, -9.0)"
NI82,"(96.0, -8.0)"
NI83,"(96.0, -7.0)"
NI84,"(96.0, -6.0)"
NI85,"(96.0, -5.0)"
NI86,"(96.0, -4.0)"
NI87,"(96.0, -3.0)"
NI88,"(96.0, -2.0)"
NI89,"(96.0, -1.0)"
NI90,"(98.0, -10.0)"
NI91,"(98.0, -9.0)"
NI92,"(98.0, -8.0)"
NI93,"(98.0, -7.0)"
NI94,"(98.0, -6.0)"
NI95,"(98.0, -5.0)"
NI96,"(98.0, -4.0)"
NI97,"(98.0, -3.0)"
NI98,"(98.0, -2.0)"
NI99,"(98.0, -1.0)"
NJ00,"(80.0, 0.0)"
NJ01,"(80.0, 1.0)"
NJ02,"(80.0, 2.0)"
NJ03,"(80.0, 3.0)"
NJ04,"(80.0, 4.0)"
NJ05,"(80.0, 5.0)"
NJ06,"(80.0, 6.0)"
NJ07,"(80.0, 7.0)"
NJ08,"(80.0, 8.0)"
NJ09,"(80.0, 9.0)"
NJ10,"(82.0, 0.0)"
NJ11,"(82.0, 1.0)"
NJ12,"(82.0, 2.0)"
NJ13,"(82.0, 3.0)"
NJ14,"(82.0, 4.0)"
NJ15,"(82.0, 5.0)"
NJ16,"(82.0, 6.0)"
NJ17,"(82.0, 7.0)"
NJ18,"(82.0, 8.0)"
NJ19,"(82.0, 9.0)"
NJ20,"(84.0, 0.0)"
NJ21,"(84.0, 1.0)"
NJ22,"(84.0, 2.0)"
NJ23,"(84.0, 3.0)"
NJ24,"(84.0, 4.0)"
NJ25,"(84.0, 5.0)"
NJ26,"(84.0, 6.0)"
NJ27,"(84.0, 7.0)"
NJ28,"(84.0, 8.0)"
NJ29,"(84.0, 9.0)"
NJ30,"(86.0, 0.0)"
NJ31,"(86.0, 1.0)"
NJ32,"(86.0, 2.0)"
NJ33,"(86.0, 3.0)"
NJ34,"(86.0, 4.0)"
NJ35,"(86.0, 5.0)"
NJ36,"(86.0, 6.0)"
NJ37,"(86.0, 7.0)"
NJ38,"(86.0, 8.0)"
NJ39,"(86.0, 9.0)"
NJ40,"(88.0, 0.0)"
NJ41,"(88.0, 1.0)"
NJ42,"(88.0, 2.0)"
NJ43,"(88.0, 3.0)"
NJ44,"(88.0, 4.0)"
NJ45,"(88.0, 5.0)"
NJ46,"(88.0, 6.0)"
NJ47,"(88.0, 7.0)"
NJ48,"(88.0, 8.0)"
NJ49,"(88.0, 9.0)"
NJ50,"(90.0, 0.0)"
NJ51,"(90.0, 1.0)"
NJ52,"(90.0, 2.0)"
NJ53,"(90.0, 3.0)"
NJ54,"(90.0, 4.0)"
NJ55,"(90.0, 5.0)"
NJ56,"(90.0, 6.0)"
NJ57,"(90.0, 7.0)"
NJ58,"(90.0, 8.0)"
NJ59,"(90.0, 9.0)"
NJ60,"(92.0, 0.0)"
NJ61,"(92.0, 1.0)"
NJ62,"(92.0, 2.0)"
NJ63,"(92.0, 3.0)"
NJ64,"(92.0, 4.0)"
NJ65,"(92.0, 5.0)"
NJ66,"(92.0, 6.0)"
NJ67,"(92.0, 7.0)"
NJ68,"(92.0, 8.0)"
NJ69,"(92.0, 9.0)"
NJ70,"(94.0, 0.0)"
NJ71,"(94.0, 1.0)"
NJ72,"(94.0, 2.0)"
NJ73,"(94.0, 3.0)"
NJ74,"(94.0, 4.0)"
NJ75,"(94.0, 5.0)"
NJ76,"(94.0, 6.0)"
NJ77,"(94.0, 7.0)"
NJ78,"(94.0, 8.0)"
NJ79,"(94.0, 9.0)"
NJ80,"(96.0, 0.0)"
NJ81,"(96.0, 1.0)"
NJ82,"(96.0, 2.0)"
NJ83,"(96.0, 3.0)"
NJ84,"(96.0, 4.0)"
NJ85,"(96.0, 5.0)"
NJ86,"(96.0, 6.0)"
NJ87,"(96.0, 7.0)"
NJ88,"(96.0, 8.0)"
NJ89,"(96.0, 9.0)"
NJ90,"(98.0, 0.0)"
NJ91,"(98.0, 1.0)"
NJ92,"(98.0, 2.0)"
NJ93,"(98.0, 3.0)"
NJ94,"(98.0, 4.0)"
NJ95,"(98.0, 5.0)"
NJ96,"(98.0, 6.0)"
NJ97,"(98.0, 7.0)"
NJ98,"(98.0, 8.0)"
NJ99,"(98.0, 9.0)"
NK00,"(80.0, 10.0)"
NK01,"(80.0, 11.0)"
NK02,"(80.0, 12.0)"
NK03,"(80.0, 13.0)"
NK04,"(80.0, 14.0)"
NK05,"(80.0, 15.0)"
NK06,"(80.0, 16.0)"
NK07,"(80.0, 17.0)"
NK08,"(80.0, 18.0)"
NK09,"(80.0, 19.0)"
NK10,"(82.0, 10.0)"
NK11,"(82.0, 11.0)"
NK12,"(82.0, 12.0)"
NK13,"(82.0, 13.0)"
NK14,"(82.0, 14.0)"
NK15,"(82.0, 15.0)"
NK16,"(82.0, 16.0)"
NK17,"(82.0, 17.0)"
NK18,"(82.0, 18.0)"
NK19,"(82.0, 19.0)"
NK20,"(84.0, 10.0)"
NK21,"(84.0, 11.0)"
NK22,"(84.0, 12.0)"
NK23,"(84.0, 13.0)"
NK24,"(84.0, 14.0)"
NK25,"(84.0, 15.0)"
NK26,"(84.0, 16.0)"
NK27,"(84.0, 17.0)"
NK28,"(84.0, 18.0)"
NK29,"(84.0, 19.0)"
NK30,"(86.0, 10.0)"
NK31,"(86.0, 11.0)"
NK32,"(86.0, 12.0)"
NK33,"(86.0, 13.0)"
NK34,"(86.0, 14.0)"
NK35,"(86.0, 15.0)"
NK36,"(86.0, 16.0)"
NK37,"(86.0, 17.0)"
NK38,"(86.0, 18.0)"
