grid,lon_lat
AH75,"(-166.0, -15.0)"
AH76,"(-166.0, -14.0)"
AH77,"(-166.0, -13.0)"
AH78,"(-166.0, -12.0)"
AH79,"(-166.0, -11.0)"
AH80,"(-164.0, -20.0)"
AH81,"(-164.0, -19.0)"
AH82,"(-164.0, -18.0)"
AH83,"(-164.0, -17.0)"
AH84,"(-164.0, -16.0)"
AH85,"(-164.0, -15.0)"
AH86,"(-164.0, -14.0)"
AH87,"(-164.0, -13.0)"
AH88,"(-164.0, -12.0)"
AH89,"(-164.0, -11.0)"
AH90,"(-162.0, -20.0)"
AH91,"(-162.0, -19.0)"
AH92,"(-162.0, -18.0)"
AH93,"(-162.0, -17.0)"
AH94,"(-162.0, -16.0)"
AH95,"(-162.0, -15.0)"
AH96,"(-162.0, -14.0)"
AH97,"(-162.0, -13.0)"
AH98,"(-162.0, -12.0)"
AH99,"(-162.0, -11.0)"
AI00,"(-180.0, -10.0)"
AI01,"(-180.0, -9.0)"
AI02,"(-180.0, -8.0)"
AI03,"(-180.0, -7.0)"
AI04,"(-180.0, -6.0)"
AI05,"(-180.0, -5.0)"
AI06,"(-180.0, -4.0)"
AI07,"(-180.0, -3.0)"
AI08,"(-180.0, -2.0)"
AI09,"(-180.0, -1.0)"
AI10,"(-178.0, -10.0)"
AI11,"(-178.0, -9.0)"
AI12,"(-178.0, -8.0)"
AI13,"(-178.0, -7.0)"
AI14,"(-178.0, -6.0)"
AI15,"(-178.0, -5.0)"
AI16,"(-178.0, -4.0)"
AI17,"(-178.0, -3.0)"
AI18,"(-178.0, -2.0)"
AI19,"(-178.0, -1.0)"
AI20,"(-176.0, -10.0)"
AI21,"(-176.0, -9.0)"
AI22,"(-176.0, -8.0)"
AI23,"(-176.0, -7.0)"
AI24,"(-176.0, -6.0)"
AI25,"(-176.0, -5.0)"
AI26,"(-176.0, -4.0)"
AI27,"(-176.0, -3.0)"
AI28,"(-176.0, -2.0)"
AI29,"(-176.0, -1.0)"
AI30,"(-174.0, -10.0)"
AI31,"(-174.0, -9.0)"
AI32,"(-174.0, -8.0)"
AI33,"(-174.0, -7.0)"
AI34,"(-174.0, -6.0)"
AI35,"(-174.0, -5.0)"
AI36,"(-174.0, -4.0)"
AI37,"(-174.0, -3.0)"
AI38,"(-174.0, -2.0)"
AI39,"(-174.0, -1.0)"
AI40,"(-172.0, -10.0)"
AI41,"(-172.0, -9.0)"
AI42,"(-172.0, -8.0)"
AI43,"(-172.0, -7.0)"
AI44,"(-172.0, -6.0)"
AI45,"(-172.0, -5.0)"
AI46,"(-172.0, -4.0)"
AI47,"(-172.0, -3.0)"
AI48,"(-172.0, -2.0)"
AI49,"(-172.0, -1.0)"
AI50,"(-170.0, -10.0)"
AI51,"(-170.0, -9.0)"
AI52,"(-170.0, -8.0)"
AI53,"(-170.0, -7.0)"
AI54,"(-170.0, -6.0)"
AI55,"(-170.0, -5.0)"
AI56,"(-170.0, -4.0)"
AI57,"(-170.0, -3.0)"
AI58,"(-170.0, -2.0)"
AI59,"(-170.0, -1.0)"
AI60,"(-168.0, -10.0)"
AI61,"(-168.0, -9.0)"
AI62,"(-168.0, -8.0)"
AI63,"(-168.0, -7.0)"
AI64,"(-168.0, -6.0)"
AI65,"(-168.0, -5.0)"
AI66,"(-168.0, -4.0)"
AI67,"(-168.0, -3.0)"
AI68,"(-168.0, -2.0)"
AI69,"(-168.0, -1.0)"
AI70,"(-166.0, -10.0)"
AI71,"(-166.0, -9.0)"
AI72,"(-166.0, -8.0)"
AI73,"(-166.0, -7.0)"
AI74,"(-166.0, -6.0)"
AI75,"(-166.0, -5.0)"
AI76,"(-166.0, -4.0)"
AI77,"(-166.0, -3.0)"
AI78,"(-166.0, -2.0)"
AI79,"(-166.0, -1.0)"
AI80,"(-164.0, -10.0)"
AI81,"(-164.0, -9.0)"
AI82,"(-164.0, -8.0)"
AI83,"(-164.0, -7.0)"
AI84,"(-164.0, -6.0)"
AI85,"(-164.0, -5.0)"
AI86,"(-164.0, -4.0)"
AI87,"(-164.0, -3.0)"
AI88,"(-164.0, -2.0)"
AI89,"(-164.0, -1.0)"
AI90,"(-162.0, -10.0)"
AI91,"(-162.0, -9.0)"
AI92,"(-162.0, -8.0)"
AI93,"(-162.0, -7.0)"
AI94,"(-162.0, -6.0)"
AI95,"(-162.0, -5.0)"
AI96,"(-162.0, -4.0)"
AI97,"(-162.0, -3.0)"
AI98,"(-162.0, -2.0)"
AI99,"(-162.0, -1.0)"
AJ00,"(-180.0, 0.0)"
AJ01,"(-180.0, 1.0)"
AJ02,"(-180.0, 2.0)"
AJ03,"(-180.0, 3.0)"
AJ04,"(-180.0, 4.0)"
AJ05,"(-180.0, 5.0)"
AJ06,"(-180.0, 6.0)"
AJ07,"(-180.0, 7.0)"
AJ08,"(-180.0, 8.0)"
AJ09,"(-180.0, 9.0)"
AJ10,"(-178.0, 0.0)"
AJ11,"(-178.0, 1.0)"
AJ12,"(-178.0, 2.0)"
AJ13,"(-178.0, 3.0)"
AJ14,"(-178.0, 4.0)"
AJ15,"(-178.0, 5.0)"
AJ16,"(-178.0, 6.0)"
AJ17,"(-178.0, 7.0)"
AJ18,"(-178.0, 8.0)"
AJ19,"(-178.0, 9.0)"
AJ20,"(-176.0, 0.0)"
AJ21,"(-176.0, 1.0)"
AJ22,"(-176.0, 2.0)"
AJ23,"(-176.0, 3.0)"
AJ24,"(-176.0, 4.0)"
AJ25,"(-176.0, 5.0)"
AJ26,"(-176.0, 6.0)"
AJ27,"(-176.0, 7.0)"
AJ28,"(-176.0, 8.0)"
AJ29,"(-176.0, 9.0)"
AJ30,"(-174.0, 0.0)"
AJ31,"(-174.0, 1.0)"
AJ32,"(-174.0, 2.0)"
AJ33,"(-174.0, 3.0)"
AJ34,"(-174.0, 4.0)"
AJ35,"(-174.0, 5.0)"
AJ36,"(-174.0, 6.0)"
AJ37,"(-174.0, 7.0)"
AJ38,"(-174.0, 8.0)"
AJ39,"(-174.0, 9.0)"
AJ40,"(-172.0, 0.0)"
AJ41,"(-172.0, 1.0)"
AJ42,"(-172.0, 2.0)"
AJ43,"(-172.0, 3.0)"
AJ44,"(-172.0, 4.0)"
AJ45,"(-172.0, 5.0)"
AJ46,"(-172.0, 6.0)"
AJ47,"(-172.0, 7.0)"
AJ48,"(-172.0, 8.0)"
AJ49,"(-172.0, 9.0)"
AJ50,"(-170.0, 0.0)"
AJ51,"(-170.0, 1.0)"
AJ52,"(-170.0, 2.0)"
AJ53,"(-170.0, 3.0)"
AJ54,"(-170.0, 4.0)"
AJ55,"(-170.0, 5.0)"
AJ56,"(-170.0, 6.0)"
AJ57,"(-170.0, 7.0)"
AJ58,"(-170.0, 8.0)"
AJ59,"(-170.0, 9.0)"
AJ60,"(-168.0, 0.0)"
AJ61,"(-168.0, 1.0)"
AJ62,"(-168.0, 2.0)"
AJ63,"(-168.0, 3.0)"
AJ64,"(-168.0, 4.0)"
AJ65,"(-168.0, 5.0)"
AJ66,"(-168.0, 6.0)"
AJ67,"(-168.0, 7.0)"
AJ68,"(-168.0, 8.0)"
AJ69,"(-168.0, 9.0)"
AJ70,"(-166.0, 0.0)"
AJ71,"(-166.0, 1.0)"
AJ72,"(-166.0, 2.0)"
AJ73,"(-166.0, 3.0)"
AJ74,"(-166.0, 4.0)"
AJ75,"(-166.0, 5.0)"
AJ76,"(-166.0, 6.0)"
AJ77,"(-166.0, 7.0)"
AJ78,"(-166.0, 8.0)"
AJ79,"(-166.0, 9.0)"
AJ80,"(-164.0, 0.0)"
AJ81,"(-164.0, 1.0)"
AJ82,"(-164.0, 2.0)"
AJ83,"(-164.0, 3.0)"
AJ84,"(-164.0, 4.0)"
AJ85,"(-164.0, 5.0)"
AJ86,"(-164.0, 6.0)"
AJ87,"(-164.0, 7.0)"
AJ88,"(-164.0, 8.0)"
AJ89,"(-164.0, 9.0)"
AJ90,"(-162.0, 0.0)"
AJ91,"(-162.0, 1.0)"
AJ92,"(-162.0, 2.0)"
AJ93,"(-162.0, 3.0)"
AJ94,"(-162.0, 4.0)"
AJ95,"(-162.0, 5.0)"
AJ96,"(-162.0, 6.0)"
AJ97,"(-162.0, 7.0)"
AJ98,"(-162.0, 8.0)"
AJ99,"(-162.0, 9.0)"
AK00,"(-180.0, 10.0)"
AK01,"(-180.0, 11.0)"
AK02,"(-180.0, 12.0)"
AK03,"(-180.0, 13.0)"
AK04,"(-180.0, 14.0)"
AK05,"(-180.0, 15.0)"
AK06,"(-180.0, 16.0)"
AK07,"(-180.0, 17.0)"
AK08,"(-180.0, 18.0)"
AK09,"(-180.0, 19.0)"
AK10,"(-178.0, 10.0)"
AK11,"(-178.0, 11.0)"
AK12,"(-178.0, 12.0)"
AK13,"(-178.0, 13.0)"
AK14,"(-178.0, 14.0)"
AK15,"(-178.0, 15.0)"
AK16,"(-178.0, 16.0)"
AK17,"(-178.0, 17.0)"
AK18,"(-178.0, 18.0)"
AK19,"(-178.0, 19.0)"
AK20,"(-176.0, 10.0)"
AK21,"(-176.0, 11.0)"
AK22,"(-176.0, 12.0)"
AK23,"(-176.0, 13.0)"
AK24,"(-176.0, 14.0)"
AK25,"(-176.0, 15.0)"
AK26,"(-176.0, 16.0)"
AK27,"(-176.0, 17.0)"
AK28,"(-176.0, 18.0)"
AK29,"(-176.0, 19.0)"
AK30,"(-174.0, 10.0)"
AK31,"(-174.0, 11.0)"
AK32,"(-174.0, 12.0)"
AK33,"(-174.0, 13.0)"
AK34,"(-174.0, 14.0)"
AK35,"(-174.0, 15.0)"
AK36,"(-174.0, 16.0)"
AK37,"(-174.0, 17.0)"
AK38,"(-174.0, 18.0)"
AK39,"(-174.0, 19.0)"
AK40,"(-172.0, 10.0)"
AK41,"(-172.0, 11.0)"
AK42,"(-172.0, 12.0)"
AK43,"(-172.0, 13.0)"
AK44,"(-172.0, 14.0)"
AK45,"(-172.0, 15.0)"
AK46,"(-172.0, 16.0)"
AK47,"(-172.0, 17.0)"
AK48,"(-172.0, 18.0)"
AK49,"(-172.0, 19.0)"
AK50,"(-170.0, 10.0)"
AK51,"(-170.0, 11.0)"
AK52,"(-170.0, 12.0)"
AK53,"(-170.0, 13.0)"
AK54,"(-170.0, 14.0)"
AK55,"(-170.0, 15.0)"
AK56,"(-170.0, 16.0)"
AK57,"(-170.0, 17.0)"
AK58,"(-170.0, 18.0)"
AK59,"(-170.0, 19.0)"
AK60,"(-168.0, 10.0)"
AK61,"(-168.0, 11.0)"
AK62,"(-168.0, 12.0)"
AK63,"(-168.0, 13.0)"
AK64,"(-168.0, 14.0)"
AK65,"(-168.0, 15.0)"
AK66,"(-168.0, 16.0)"
AK67,"(-168.0, 17.0)"
AK68,"(-168.0, 18.0)"
AK69,"(-168.0, 19.0)"
AK70,"(-166.0, 10.0)"
AK71,"(-166.0, 11.0)"
AK72,"(-166.0, 12.0)"
AK73,"(-166.0, 13.0)"
AK74,"(-166.0, 14.0)"
AK75,"(-166.0, 15.0)"
AK76,"(-166.0, 16.0)"
AK77,"(-166.0, 17.0)"
AK78,"(-166.0, 18.0)"
AK79,"(-166.0, 19.0)"
AK80,"(-164.0, 10.0)"
AK81,"(-164.0, 11.0)"
AK82,"(-164.0, 12.0)"
AK83,"(-164.0, 13.0)"
AK84,"(-164.0, 14.0)"
AK85,"(-164.0, 15.0)"
AK86,"(-164.0, 16.0)"
AK87,"(-164.0, 17.0)"
AK88,"(-164.0, 18.0)"
AK89,"(-164.0, 19.0)"
AK90,"(-162.0, 10.0)"
AK91,"(-162.0, 11.0)"
AK92,"(-162.0, 12.0)"
AK93,"(-162.0, 13.0)"
AK94,"(-162.0, 14.0)"
AK95,"(-162.0, 15.0)"
AK96,"(-162.0, 16.0)"
AK97,"(-162.0, 17.0)"
AK98,"(-162.0, 18.0)"
AK99,"(-162.0, 19.0)"
AL00,"(-180.0, 20.0)"
AL01,"(-180.0, 21.0)"
AL02,"(-180.0, 22.0)"
AL03,"(-180.0, 23.0)"
AL04,"(-180.0, 24.0)"
AL05,"(-180.0, 25.0)"
AL06,"(-180.0, 26.0)"
AL07,"(-180.0, 27.0)"
AL08,"(-180.0, 28.0)"
AL09,"(-180.0, 29.0)"
AL10,"(-178.0, 20.0)"
AL11,"(-178.0, 21.0)"
AL12,"(-178.0, 22.0)"
AL13,"(-178.0, 23.0)"
AL14,"(-178.0, 24.0)"
AL15,"(-178.0, 25.0)"
AL16,"(-178.0, 26.0)"
AL17,"(-178.0, 27.0)"
AL18,"(-178.0, 28.0)"
AL19,"(-178.0, 29.0)"
AL20,"(-176.0, 20.0)"
AL21,"(-176.0, 21.0)"
AL22,"(-176.0, 22.0)"
AL23,"(-176.0, 23.0)"
AL24,"(-176.0, 24.0)"
AL25,"(-176.0, 25.0)"
AL26,"(-176.0, 26.0)"
AL27,"(-176.0, 27.0)"
AL28,"(-176.0, 28.0)"
AL29,"(-176.0, 29.0)"
AL30,"(-174.0, 20.0)"
AL31,"(-174.0, 21.0)"
AL32,"(-174.0, 22.0)"
AL33,"(-174.0, 23.0)"
AL34,"(-174.0, 24.0)"
AL35,"(-174.0, 25.0)"
AL36,"(-174.0, 26.0)"
AL37,"(-174.0, 27.0)"
AL38,"(-174.0, 28.0)"
AL39,"(-174.0, 29.0)"
AL40,"(-172.0, 20.0)"
AL41,"(-172.0, 21.0)"
AL42,"(-172.0, 22.0)"
AL43,"(-172.0, 23.0)"
AL44,"(-172.0, 24.0)"
AL45,"(-172.0, 25.0)"
AL46,"(-172.0, 26.0)"
AL47,"(-172.0, 27.0)"
AL48,"(-172.0, 28.0)"
AL49,"(-172.0, 29.0)"
AL50,"(-170.0, 20.0)"
AL51,"(-170.0, 21.0)"
AL52,"(-170.0, 22.0)"
AL53,"(-170.0, 23.0)"
AL54,"(-170.0, 24.0)"
AL55,"(-170.0, 25.0)"
AL56,"(-170.0, 26.0)"
AL57,"(-170.0, 27.0)"
AL58,"(-170.0, 28.0)"
AL59,"(-170.0, 29.0)"
AL60,"(-168.0, 20.0)"
AL61,"(-168.0, 21.0)"
AL62,"(-168.0, 22.0)"
AL63,"(-168.0, 23.0)"
AL64,"(-168.0, 24.0)"
AL65,"(-168.0, 25.0)"
AL66,"(-168.0, 26.0)"
AL67,"(-168.0, 27.0)"
AL68,"(-168.0, 28.0)"
AL69,"(-168.0, 29.0)"
AL70,"(-166.0, 20.0)"
AL71,"(-166.0, 21.0)"
AL72,"(-166.0, 22.0)"
AL73,"(-166.0, 23.0)"
AL74,"(-166.0, 24.0)"
AL75,"(-166.0, 25.0)"
AL76,"(-166.0, 26.0)"
AL77,"(-166.0, 27.0)"
AL78,"(-166.0, 28.0)"
AL79,"(-166.0, 29.0)"
AL80,"(-164.0, 20.0)"
AL81,"(-164.0, 21.0)"
AL82,"(-164.0, 22.0)"
AL83,"(-164.0, 23.0)"
AL84,"(-164.0, 24.0)"
AL85,"(-164.0, 25.0)"
AL86,"(-164.0, 26.0)"
AL87,"(-164.0, 27.0)"
AL88,"(-164.0, 28.0)"
AL89,"(-164.0, 29.0)"
AL90,"(-162.0, 20.0)"
AL91,"(-162.0, 21.0)"
AL92,"(-162.0, 22.0)"
AL93,"(-162.0, 23.0)"
AL94,"(-162.0, 24.0)"
AL95,"(-162.0, 25.0)"
AL96,"(-162.0, 26.0)"
AL97,"(-162.0, 27.0)"
AL98,"(-162.0, 28.0)"
AL99,"(-162.0, 29.0)"
AM00,"(-180.0, 30.0)"
AM01,"(-180.0, 31.0)"
AM02,"(-180.0, 32.0)"
AM03,"(-180.0, 33.0)"
AM04,"(-180.0, 34.0)"
AM05,"(-180.0, 35.0)"
AM06,"(-180.0, 36.0)"
AM07,"(-180.0, 37.0)"
AM08,"(-180.0, 38.0)"
AM09,"(-180.0, 39.0)"
AM10,"(-178.0, 30.0)"
AM11,"(-178.0, 31.0)"
AM12,"(-178.0, 32.0)"
AM13,"(-178.0, 33.0)"
AM14,"(-178.0, 34.0)"
AM15,"(-178.0, 35.0)"
AM16,"(-178.0, 36.0)"
AM17,"(-178.0, 37.0)"
AM18,"(-178.0, 38.0)"
AM19,"(-178.0, 39.0)"
AM20,"(-176.0, 30.0)"
AM21,"(-176.0, 31.0)"
AM22,"(-176.0, 32.0)"
AM23,"(-176.0, 33.0)"
AM24,"(-176.0, 34.0)"
AM25,"(-176.0, 35.0)"
AM26,"(-176.0, 36.0)"
AM27,"(-176.0, 37.0)"
AM28,"(-176.0, 38.0)"
AM29,"(-176.0, 39.0)"
AM30,"(-174.0, 30.0)"
AM31,"(-174.0, 31.0)"
AM32,"(-174.0, 32.0)"
AM33,"(-174.0, 33.0)"
AM34,"(-174.0, 34.0)"
AM35,"(-174.0, 35.0)"
AM36,"(-174.0, 36.0)"
AM37,"(-174.0, 37.0)"
AM38,"(-174.0, 38.0)"
AM39,"(-174.0, 39.0)"
AM40,"(-172.0, 30.0)"
AM41,"(-172.0, 31.0)"
AM42,"(-172.0, 32.0)"
AM43,"(-172.0, 33.0)"
AM44,"(-172.0, 34.0)"
AM45,"(-172.0, 35.0)"
AM46,"(-172.0, 36.0)"
AM47,"(-172.0, 37.0)"
AM48,"(-172.0, 38.0)"
AM49,"(-172.0, 39.0)"
AM50,"(-170.0, 30.0)"
AM51,"(-170.0, 31.0)"
AM52,"(-170.0, 32.0)"
AM53,"(-170.0, 33.0)"
AM54,"(-170.0, 34.0)"
AM55,"(-170.0, 35.0)"
AM56,"(-170.0, 36.0)"
AM57,"(-170.0, 37.0)"
AM58,"(-170.0, 38.0)"
AM59,"(-170.0, 39.0)"
AM60,"(-168.0, 30.0)"
AM61,"(-168.0, 31.0)"
AM62,"(-168.0, 32.0)"
AM63,"(-168.0, 33.0)"
AM64,"(-168.0, 34.0)"
AM65,"(-168.0, 35.0)"
AM66,"(-168.0, 36.0)"
AM67,"(-168.0, 37.0)"
AM68,"(-168.0, 38.0)"
AM69,"(-168.0, 39.0)"
AM70,"(-166.0, 30.0)"
AM71,"(-166.0, 31.0)"
AM72,"(-166.0, 32.0)"
AM73,"(-166.0, 33.0)"
AM74,"(-166.0, 34.0)"
AM75,"(-166.0, 35.0)"
AM76,"(-166.0, 36.0)"
AM77,"(-166.0, 37.0)"
AM78,"(-166.0, 38.0)"
AM79,"(-166.0, 39.0)"
AM80,"(-164.0, 30.0)"
AM81,"(-164.0, 31.0)"
AM82,"(-164.0, 32.0)"
AM83,"(-164.0, 33.0)"
AM84,"(-164.0, 34.0)"
AM85,"(-164.0, 35.0)"
AM86,"(-164.0, 36.0)"
AM87,"(-164.0, 37.0)"
AM88,"(-164.0, 38.0)"
AM89,"(-164.0, 39.0)"
AM90,"(-162.0, 30.0)"
AM91,"(-162.0, 31.0)"
AM92,"(-162.0, 32.0)"
AM93,"(-162.0, 33.0)"
AM94,"(-162.0, 34.0)"
AM95,"(-162.0, 35.0)"
AM96,"(-162.0, 36.0)"
AM97,"(-162.0, 37.0)"
AM98,"(-162.0, 38.0)"
AM99,"(-162.0, 39.0)"
AN00,"(-180.0, 40.0)"
AN01,"(-180.0, 41.0)"
AN02,"(-180.0, 42.0)"
AN03,"(-180.0, 43.0)"
AN04,"(-180.0, 44.0)"
AN05,"(-180.0, 45.0)"
AN06,"(-180.0, 46.0)"
AN07,"(-180.0, 47.0)"
AN08,"(-180.0, 48.0)"
AN09,"(-180.0, 49.0)"
AN10,"(-178.0, 40.0)"
AN11,"(-178.0, 41.0)"
AN12,"(-178.0, 42.0)"
AN13,"(-178.0, 43.0)"
AN14,"(-178.0, 44.0)"
AN15,"(-178.0, 45.0)"
AN16,"(-178.0, 46.0)"
AN17,"(-178.0, 47.0)"
AN18,"(-178.0, 48.0)"
AN19,"(-178.0, 49.0)"
AN20,"(-176.0, 40.0)"
AN21,"(-176.0, 41.0)"
AN22,"(-176.0, 42.0)"
AN23,"(-176.0, 43.0)"
AN24,"(-176.0, 44.0)"
AN25,"(-176.0, 45.0)"
AN26,"(-176.0, 46.0)"
AN27,"(-176.0, 47.0)"
AN28,"(-176.0, 48.0)"
AN29,"(-176.0, 49.0)"
AN30,"(-174.0, 40.0)"
AN31,"(-174.0, 41.0)"
AN32,"(-174.0, 42.0)"
AN33,"(-174.0, 43.0)"
AN34,"(-174.0, 44.0)"
AN35,"(-174.0, 45.0)"
AN36,"(-174.0, 46.0)"
AN37,"(-174.0, 47.0)"
AN38,"(-174.0, 48.0)"
AN39,"(-174.0, 49.0)"
AN40,"(-172.0, 40.0)"
AN41,"(-172.0, 41.0)"
AN42,"(-172.0, 42.0)"
AN43,"(-172.0, 43.0)"
AN44,"(-172.0, 44.0)"
AN45,"(-172.0, 45.0)"
AN46,"(-172.0, 46.0)"
AN47,"(-172.0, 47.0)"
AN48,"(-172.0, 48.0)"
AN49,"(-172.0, 49.0)"
AN50,"(-170.0, 40.0)"
AN51,"(-170.0, 41.0)"
AN52,"(-170.0, 42.0)"
AN53,"(-170.0, 43.0)"
AN54,"(-170.0, 44.0)"
AN55,"(-170.0, 45.0)"
AN56,"(-170.0, 46.0)"
AN57,"(-170.0, 47.0)"
AN58,"(-170.0, 48.0)"
AN59,"(-170.0, 49.0)"
AN60,"(-168.0, 40.0)"
AN61,"(-168.0, 41.0)"
AN62,"(-168.0, 42.0)"
AN63,"(-168.0, 43.0)"
AN64,"(-168.0, 44.0)"
AN65,"(-168.0, 45.0)"
AN66,"(-168.0, 46.0)"
AN67,"(-168.0, 47.0)"
AN68,"(-168.0, 48.0)"
AN69,"(-168.0, 49.0)"
AN70,"(-166.0, 40.0)"
AN71,"(-166.0, 41.0)"
AN72,"(-166.0, 42.0)"
AN73,"(-166.0, 43.0)"
AN74,"(-166.0, 44.0)"
AN75,"(-166.0, 45.0)"
AN76,"(-166.0, 46.0)"
AN77,"(-166.0, 47.0)"
AN78,"(-166.0, 48.0)"
AN79,"(-166.0, 49.0)"
AN80,"(-164.0, 40.0)"
AN81,"(-164.0, 41.0)"
AN82,"(-164.0, 42.0)"
AN83,"(-164.0, 43.0)"
AN84,"(-164.0, 44.0)"
AN85,"(-164.0, 45.0)"
AN86,"(-164.0, 46.0)"
AN87,"(-164.0, 47.0)"
AN88,"(-164.0, 48.0)"
AN89,"(-164.0, 49.0)"
AN90,"(-162.0, 40.0)"
AN91,"(-162.0, 41.0)"
AN92,"(-162.0, 42.0)"
AN93,"(-162.0, 43.0)"
AN94,"(-162.0, 44.0)"
AN95,"(-162.0, 45.0)"
AN96,"(-162.0, 46.0)"
AN97,"(-162.0, 47.0)"
AN98,"(-162.0, 48.0)"
AN99,"(-162.0, 49.0)"
AO00,"(-180.0, 50.0)"
AO01,"(-180.0, 51.0)"
AO02,"(-180.0, 52.0)"
AO03,"(-180.0, 53.0)"
AO04,"(-180.0, 54.0)"
AO05,"(-180.0, 55.0)"
AO06,"(-180.0, 56.0)"
AO07,"(-180.0, 57.0)"
AO08,"(-180.0, 58.0)"
AO09,"(-180.0, 59.0)"
AO10,"(-178.0, 50.0)"
AO11,"(-178.0, 51.0)"
AO12,"(-178.0, 52.0)"
AO13,"(-178.0, 53.0)"
AO14,"(-178.0, 54.0)"
AO15,"(-178.0, 55.0)"
AO16,"(-178.0, 56.0)"
AO17,"(-178.0, 57.0)"
AO18,"(-178.0, 58.0)"
AO19,"(-178.0, 59.0)"
AO20,"(-176.0, 50.0)"
AO21,"(-176.0, 51.0)"
AO22,"(-176.0, 52.0)"
AO23,"(-176.0, 53.0)"
AO24,"(-176.0, 54.0)"
AO25,"(-176.0, 55.0)"
AO26,"(-176.0, 56.0)"
AO27,"(-176.0, 57.0)"
AO28,"(-176.0, 58.0)"
AO29,"(-176.0, 59.0)"
AO30,"(-174.0, 50.0)"
AO31,"(-174.0, 51.0)"
AO32,"(-174.0, 52.0)"
AO33,"(-174.0, 53.0)"
AO34,"(-174.0, 54.0)"
AO35,"(-174.0, 55.0)"
AO36,"(-174.0, 56.0)"
AO37,"(-174.0, 57.0)"
AO38,"(-174.0, 58.0)"
AO39,"(-174.0, 59.0)"
AO40,"(-172.0, 50.0)"
AO41,"(-172.0, 51.0)"
AO42,"(-172.0, 52.0)"
AO43,"(-172.0, 53.0)"
AO44,"(-172.0, 54.0)"
AO45,"(-172.0, 55.0)"
AO46,"(-172.0, 56.0)"
AO47,"(-172.0, 57.0)"
AO48,"(-172.0, 58.0)"
AO49,"(-172.0, 59.0)"
AO50,"(-170.0, 50.0)"
AO51,"(-170.0, 51.0)"
AO52,"(-170.0, 52.0)"
AO53,"(-170.0, 53.0)"
AO54,"(-170.0, 54.0)"
AO55,"(-170.0, 55.0)"
AO56,"(-170.0, 56.0)"
AO57,"(-170.0, 57.0)"
AO58,"(-170.0, 58.0)"
AO59,"(-170.0, 59.0)"
AO60,"(-168.0, 50.0)"
AO61,"(-168.0, 51.0)"
AO62,"(-168.0, 52.0)"
AO63,"(-168.0, 53.0)"
AO64,"(-168.0, 54.0)"
AO65,"(-168.0, 55.0)"
AO66,"(-168.0, 56.0)"
AO67,"(-168.0, 57.0)"
AO68,"(-168.0, 58.0)"
AO69,"(-168.0, 59.0)"
AO70,"(-166.0, 50.0)"
AO71,"(-166.0, 51.0)"
AO72,"(-166.0, 52.0)"
AO73,"(-166.0, 53.0)"
AO74,"(-166.0, 54.0)"
AO75,"(-166.0, 55.0)"
AO76,"(-166.0, 56.0)"
AO77,"(-166.0, 57.0)"
AO78,"(-166.0, 58.0)"
AO79,"(-166.0, 59.0)"
AO80,"(-164.0, 50.0)"
AO81,"(-164.0, 51.0)"
AO82,"(-164.0, 52.0)"
AO83,"(-164.0, 53.0)"
AO84,"(-164.0, 54.0)"
AO85,"(-164.0, 55.0)"
AO86,"(-164.0, 56.0)"
AO87,"(-164.0, 57.0)"
AO88,"(-164.0, 58.0)"
AO89,"(-164.0, 59.0)"
AO90,"(-162.0, 50.0)"
AO91,"(-162.0, 51.0)"
AO92,"(-162.0, 52.0)"
AO93,"(-162.0, 53.0)"
AO94,"(-162.0, 54.0)"
AO95,"(-162.0, 55.0)"
AO96,"(-162.0, 56.0)"
AO97,"(-162.0, 57.0)"
AO98,"(-162.0, 58.0)"
AO99,"(-162.0, 59.0)"
AP00,"(-180.0, 60.0)"
AP01,"(-180.0, 61.0)"
AP02,"(-180.0, 62.0)"
AP03,"(-180.0, 63.0)"
AP04,"(-180.0, 64.0)"
AP05,"(-180.0, 65.0)"
AP06,"(-180.0, 66.0)"
AP07,"(-180.0, 67.0)"
AP08,"(-180.0, 68.0)"
AP09,"(-180.0, 69.0)"
AP10,"(-178.0, 60.0)"
AP11,"(-178.0, 61.0)"
AP12,"(-178.0, 62.0)"
AP13,"(-178.0, 63.0)"
AP14,"(-178.0, 64.0)"
AP15,"(-178.0, 65.0)"
AP16,"(-178.0, 66.0)"
AP17,"(-178.0, 67.0)"
AP18,"(-178.0, 68.0)"
AP19,"(-178.0, 69.0)"
AP20,"(-176.0, 60.0)"
AP21,"(-176.0, 61.0)"
AP22,"(-176.0, 62.0)"
AP23,"(-176.0, 63.0)"
AP24,"(-176.0, 64.0)"
AP25,"(-176.0, 65.0)"
AP26,"(-176.0, 66.0)"
AP27,"(-176.0, 67.0)"
AP28,"(-176.0, 68.0)"
AP29,"(-176.0, 69.0)"
AP30,"(-174.0, 60.0)"
AP31,"(-174.0, 61.0)"
AP32,"(-174.0, 62.0)"
AP33,"(-174.0, 63.0)"
AP34,"(-174.0, 64.0)"
AP35,"(-174.0, 65.0)"
AP36,"(-174.0, 66.0)"
AP37,"(-174.0, 67.0)"
AP38,"(-174.0, 68.0)"
AP39,"(-174.0, 69.0)"
AP40,"(-172.0, 60.0)"
AP41,"(-172.0, 61.0)"
AP42,"(-172.0, 62.0)"
AP43,"(-172.0, 63.0)"
AP44,"(-172.0, 64.0)"
AP45,"(-172.0, 65.0)"
